id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
226,Harry Potter and the Goblet of Fire,2005-11-18,150000000,291147424,886123994,291147424,594976570,886123994,222398152,6237064,228635216,102685961,2.84,488719870,2006-03-07,PG-13,150,Harry Potter,"Boarding School,Visual Effects,IMAX: DMR,Family Adventure",Based on Fiction Book/Short Story,Adventure,"Animation,Live Action",Fantasy,"Warner Bros.,Heyday Films","United Kingdom,United States",English,"November 18th, 2005 (Wide) byWarner Bros.November 18th, 2005 (IMAX) byWarner Bros.September 2nd, 2018 (Limited), released asHarry Potter and the Goblet of Fire (2005) (Re-Release)February 16th, 2025 (Special Engagement) byFathom Events","November 18th, 2005 (Wide), released asHarry Potter y el cáliz de fuego(Mexico)November 18th, 2005 (Wide), released asHarry Potter ve Ateş Kadehi(Turkey)November 18th, 2005 (Wide) (United Kingdom)November 24th, 2005 (Wide) (New Zealand)November 25th, 2005 (Wide), released asHarry Potter e il calice di fuoco(Italy)... Show all releases","3,858 opening theaters/3,858 max. theaters, 7.5 weeks average run per theater",32.9,https://www.the-numbers.com/movie/Harry-Potter-and-the-Goblet-of-Fire#tab=summary
228,I am Legend,2007-12-14,150000000,256393010,585532684,256393010,329139674,585532684,131213338,4837581,136050919,77211321,3.32,398441445,2008-03-18,PG-13,100,I Am Legend,"Post Apocalypse,Vampire,IMAX: DMR,Motion Capture Performance,Action Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,"Village Roadshow Productions,Weed Road Pictures,Overbrook Entertainment",United States,English,"December 14th, 2007 (Wide) byWarner Bros.December 14th, 2007 (IMAX) byWarner Bros.",,"3,606 opening theaters/3,648 max. theaters, 6.8 weeks average run per theater",43.8,https://www.the-numbers.com/movie/I-am-Legend#tab=summary
229,Moana,2016-01-27,150000000,248757044,684654985,248757044,435897941,684654985,51030874,96125817,147156691,56631401,4.39,308290601,2017-02-21,PG,113,Moana,"Pacific Islanders,Gods and Goddesses,On a Boat,Prologue,Scene in End Credits,Friendly Ghost,Returning Stolen Items,Surprise Twist,Voiceover/Narration,Father’s Footsteps,Animal Lead,Human Animal Transformation,3-D,3-D - Shot in 3-D,Family Adventure,Musical-Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Walt Disney Animation Studios,Walt Disney Pictures",United States,English,"November 23rd, 2016 (Wide) byWalt Disney","January 27th, 2016 (Wide) (Taiwan)November 25th, 2016 (Wide), released asСмелата Ваяна(Bulgaria)November 25th, 2016 (Wide) (China)November 25th, 2016 (Wide) (Colombia)November 25th, 2016 (Wide), released asOdvážná Vaiana: Legenda o konci světa(Czech Republic)... Show all releases","3,875 opening theaters/3,875 max. theaters, 8.2 weeks average run per theater",36.3,https://www.the-numbers.com/movie/Moana-(2016)#tab=summary
230,Hancock,2008-07-01,150000000,227946274,624234272,227946274,396287998,624234272,92102777,890713,92993490,62603879,3.64,342236875,2008-11-25,PG-13,92,Hancock,"Set in Brooklyn,Martial Arts,Trains,Car Accident,Heist,Police Standoff,Faulty Memory,Hostage,Action Comedy",Original Screenplay,Action,Live Action,Super Hero,"Columbia Pictures,Relativity Media,Blue Light,Weed Road Pictures,Overbrook Entertainment",United States,English,"July 1st, 2008 (Wide) bySony Pictures",,"3,965 opening theaters/3,965 max. theaters, 5.8 weeks average run per theater",36.5,https://www.the-numbers.com/movie/Hancock-(2008)#tab=summary
231,Shang-Chi and the Legend of the Ten Rings,2021-09-01,150000000,224543292,432224634,224543292,207681342,432224634,4558512,9910557,14469069,75388688,2.98,238011469,2021-11-12,PG-13,132,Marvel Cinematic Universe,"Action Adventure,Dysfunctional Family,Organized Crime,Martial Arts,Origin Story,Asian-Americans,The Past Catching up with You",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,Marvel Studios,United States,English,"September 3rd, 2021 (Wide) byWalt Disney","September 1st, 2021 (Wide) (Belgium)September 1st, 2021 (Wide), released asShang-Chi et la Légende des Dix Anneaux(France)September 1st, 2021 (Wide), released asShang-Chi e la leggenda dei Dieci Anelli(Italy)September 1st, 2021 (Wide) (Norway)September 1st, 2021 (Wide) (South Korea)... Show all releases","4,300 opening theaters/4,300 max. theaters, 6.7 weeks average run per theater",52,https://www.the-numbers.com/movie/Shang-Chi-and-the-Legend-of-the-Ten-Rings-(2021)#tab=summary
234,Thor: The Dark World,2013-10-30,150000000,206362140,644602516,206362140,438240376,644602516,44600194,49439893,94040087,85737841,2.41,273607633,2014-02-25,PG-13,111,ThorMarvel Cinematic Universe,"Gods and Goddesses,Sibling Rivalry,End of the World,Adopted Family,Marvel Comics,Scene in End Credits,Surprise Twist,Voiceover/Narration,Prologue,Invented Language,Intertitle,Non-Chronological,Revenge,Gratuitous Cameos,Death of a Spouse or Fiancée / Fiancé,Young Child Dealing with the Death of a Parent,3-D,Motion Capture Performance,3-D - Post-production Conversion,Action Adventure",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Marvel Studios,Kevin Feige",United States,English,"November 8th, 2013 (Wide) byWalt DisneyNovember 8th, 2013 (IMAX) byWalt Disney","October 30th, 2013 (Wide) (Belgium)October 30th, 2013 (Wide) (Finland)October 30th, 2013 (Wide) (France)October 30th, 2013 (Wide) (Indonesia)October 30th, 2013 (Wide) (Philippines)... Show all releases","3,841 opening theaters/3,841 max. theaters, 6.2 weeks average run per theater",32,https://www.the-numbers.com/movie/Thor-The-Dark-World#tab=summary
236,Mission: Impossible—Rogue Nation,2015-07-29,150000000,195042377,688858992,195042377,493816615,688858992,11537272,16400242,27937514,55520089,3.51,249413615,2015-11-17,PG-13,131,Mission: Impossible,"Secret Agent,Hitmen,IMAX: DMR,Action Thriller,Rogue Agent,Hackers,Underwater",Based on TV,Action,Live Action,Contemporary Fiction,"Bad Robot,Skydance Productions,Tom Cruise Productions,Paramount Pictures",United States,English,"July 31st, 2015 (Wide) byParamount PicturesJuly 31st, 2015 (IMAX) byParamount Pictures","July 29th, 2015 (Wide), released asMission: Impossible - Rogue Nation(Taiwan)July 30th, 2015 (Wide), released asMission: Impossible - Rogue Nation(Argentina)July 30th, 2015 (Wide), released asMission: Impossible - Rogue Nation(Australia)July 30th, 2015 (Wide), released asMission: Impossible - Rogue Nation(Bolivia)July 30th, 2015 (Wide), released asMission: Impossible - Rogue Nation(Bulgaria)... Show all releases","3,956 opening theaters/3,988 max. theaters, 7.0 weeks average run per theater",28.3,https://www.the-numbers.com/movie/Mission-Impossible-Rogue-Nation#tab=summary
237,Dunkirk,2017-07-18,150000000,190068280,509736928,190068280,319668648,509736928,13245730,21582017,34827747,50513488,3.76,228389651,2017-12-19,PG-13,107,,"World War II,Set in France,1940s,Nazis,Set in Germany,Mass Evacuation,War,2018 Oscars Best Picture Nominee,IMAX: DMR,Action Thriller",Original Screenplay,Action,Live Action,Dramatization,"Warner Bros.,Syncopy,RatPac Entertainment,Dune Entertainment","France,Netherlands,United Kingdom,United States",English,"July 21st, 2017 (Wide) byWarner Bros.July 21st, 2017 (IMAX) byWarner Bros.December 1st, 2017 (Oscar Qualifying Run) byWarner Bros.April 11th, 2018 (Limited) byWarner Bros., released asDunkirk (2017) (Re-Release)","July 18th, 2017 (Wide) (South Korea)July 19th, 2017 (Wide) (Sweden)July 21st, 2017 (Wide) (Australia)July 21st, 2017 (Wide), released asДюнкерк(Bulgaria)July 21st, 2017 (Wide), released asDunkerk(Czech Republic)... Show all releases","3,720 opening theaters/4,014 max. theaters, 7.4 weeks average run per theater",37.3,https://www.the-numbers.com/movie/Dunkirk-(2017)#tab=summary
238,Thor,2011-04-29,150000000,181030624,449326618,181030624,268295994,449326618,35340939,60264661,95605600,65723338,2.75,246092071,2011-09-13,PG-13,113,ThorMarvel Cinematic Universe,"Marvel Comics,Gods and Goddesses,Banishment,Dysfunctional Family,Revenge,Romance,Culture Clash,Cross-Class Romance,Academics,3-D,Prologue,Non-Chronological,Voiceover/Narration,Sword & Sorcerer,Visual Effects,Epilogue,IMAX: DMR,Scene in End Credits,Origin Story,Set in New Mexico,Field Scientists,Adopted Family,False Identity,Family Secrets,Norse Mythology,Motion Capture Performance,3-D - Post-production Conversion,Action Adventure",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Marvel Studios,Paramount Pictures,Marvel Entertainment",United States,English,"May 6th, 2011 (Wide) byParamount PicturesMay 6th, 2011 (IMAX) byParamount Pictures","April 29th, 2011 (Wide) (Brazil)August 17th, 2018 (Wide), released asThor (re:2018)(Australia)","3,955 opening theaters/3,963 max. theaters, 5.7 weeks average run per theater",40.3,https://www.the-numbers.com/movie/Thor#tab=summary
239,Madagascar: Escape 2 Africa,2008-11-07,150000000,180174880,599680774,180174880,419505894,599680774,113207196,2305873,115513069,63106589,2.86,270310958,2009-02-06,PG,89,Madagascar,"Animal Lead,Talking Animals,IMAX: DMR,Posthumous Release,Interspecies Romance,Country Mouse, City Mouse,Set in New York,Mistaken Identity,Escape,Family Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"November 7th, 2008 (Wide) byParamount PicturesNovember 7th, 2008 (IMAX) byParamount Pictures",,"4,056 opening theaters/4,065 max. theaters, 6.7 weeks average run per theater",30,https://www.the-numbers.com/movie/Madagascar-Escape-2-Africa#tab=summary
240,X-Men Origins: Wolverine,2009-05-01,150000000,179883157,374825760,179883157,194942603,374825760,80223242,32766358,112989600,85058003,2.11,258552058,2009-09-15,PG-13,107,X-MenWolverine,"Marvel Comics,Disrupted by 2007/2008 WGA Strike,Action Adventure,Origin Story,Prologue,War,1800s,The Civil War,World War I,World War II,Vietnam War,Scene in End Credits",Spin-Off,Action,Live Action,Super Hero,"20th Century Fox,Marvel Studios,Dune Entertainment,Donners’ Company,Seed Productions",United States,English,"May 1st, 2009 (Wide) by20th Century Fox",,"4,099 opening theaters/4,102 max. theaters, 5.4 weeks average run per theater",48,https://www.the-numbers.com/movie/X-Men-Origins-Wolverine#tab=summary
241,Night at the Museum: Battle of the Smithsonian,2009-05-22,150000000,177243721,402231063,177243721,224987342,402231063,54781178,11372577,66153755,54173286,3.27,254758307,2009-12-01,PG,105,Night at the Museum,"IMAX: DMR,Family Adventure,Museum,Animated Inanimate Objects,Ensemble",Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy,"Twentieth Century Fox,1492 Pictures",United States,English,"May 22nd, 2009 (Wide) by20th Century FoxMay 22nd, 2009 (IMAX) by20th Century Fox",,"4,096 opening theaters/4,101 max. theaters, 6.3 weeks average run per theater",44.1,https://www.the-numbers.com/movie/Night-at-the-Museum-Battle-of-the-Smithsonian#tab=summary
242,Kung Fu Panda 2,2011-05-26,150000000,165249063,664837547,165249063,499588484,664837547,37735102,20962438,58697540,47656302,3.47,224638696,2011-12-13,PG,90,Kung Fu Panda,"Martial Arts,Animal Lead,Talking Animals,Revenge,3-D,Voiceover/Narration,Prologue,Epilogue,Psychics,IMAX: DMR,3-D - Shot in 3-D,Family Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"May 26th, 2011 (Wide) byParamount PicturesMay 26th, 2011 (IMAX) byParamount Pictures",,"3,925 opening theaters/3,952 max. theaters, 5.7 weeks average run per theater",24.9,https://www.the-numbers.com/movie/Kung-Fu-Panda-2#tab=summary
243,Mad Max: Fury Road,2015-05-14,150000000,154363726,380463726,154363726,226100000,380463726,20832353,35686495,56518848,45428128,3.4,197358149,2015-08-11,R,120,Mad Max,"Post Apocalypse,Australia,Escape,Fugitive / On the Run,Kidnap,Rescue,Development Hell,Prologue,Voiceover/Narration,Hallucinations,Death of a Son or Daughter,Death of a Spouse or Fiancée / Fiancé,Car Chase,2016 Oscars Best Picture Nominee,3-D,3-D - Post-production Conversion,IMAX: DMR,Action Adventure",Original Screenplay,Action,Live Action,Science Fiction,Kennedy Miller Mitchell Productions,United States,English,"May 15th, 2015 (Wide) byWarner Bros.May 15th, 2015 (IMAX) byWarner Bros.","May 14th, 2015 (Wide), released asMad Max: Furia En El Camino‬(Argentina)May 14th, 2015 (Wide) (Australia)May 14th, 2015 (Wide) (Belgium)May 14th, 2015 (Wide), released asMad Max: Furia En El Camino‬(Bolivia)May 14th, 2015 (Wide) (Brazil)... Show all releases","3,702 opening theaters/3,722 max. theaters, 5.6 weeks average run per theater",40.6,https://www.the-numbers.com/movie/Mad-Max-Fury-Road#tab=summary
244,Pokémon: Detective Pikachu,2019-05-03,150000000,144105346,428919826,144105346,284814480,428919826,18081646,21790443,39872089,54365242,2.65,169591230,2019-07-23,PG,104,Pokemon,"Missing Person,Private Investigator,Corporate Malfeasance,Motion Capture Performance,3-D,3-D - Post-production Conversion,IMAX: DMR,Crime Comedy,Body Swap,Surprise Twist",Based on Game,Comedy,"Animation,Live Action",Kids Fiction,"Warner Bros.,Legendary Pictures,Toho Co","Japan,United States",English,"May 10th, 2019 (Wide) byWarner Bros.","May 3rd, 2019 (Wide) (Japan)May 3rd, 2019 (Wide), released asPokémon Detektív Pikachu(Slovakia)May 8th, 2019 (Wide) (Belgium)May 8th, 2019 (Wide) (France)May 8th, 2019 (Wide) (Indonesia)... Show all releases","4,202 opening theaters/4,248 max. theaters, 4.8 weeks average run per theater",33.6,https://www.the-numbers.com/movie/Pokemon-Detective-Pikachu-(2019)#tab=summary
246,Ready Player One,2018-03-20,150000000,137690172,579055653,137690172,441365481,579055653,6685611,24262654,30948265,41769050,3.3,162930850,2018-07-03,PG-13,140,,"Near Future,Virtual Reality,Video Game,Environment,Government Corruption,Poverty,Treasure Hunters,Motion Capture Performance,3-D,3-D - Post-production Conversion,IMAX: DMR,Chase Adventure",Based on Fiction Book/Short Story,Adventure,"Animation,Live Action",Science Fiction,"Warner Bros.,Village Roadshow Productions,Amblin Entertainment,De Line Pictures,Access Entertainment,Dune Entertainment",United States,English,"March 29th, 2018 (Wide) byWarner Bros.","March 20th, 2018 (Wide), released asReady Player One (레디 플레이어 원)(South Korea)March 28th, 2018 (Wide) (France)March 28th, 2018 (Wide) (Italy)March 29th, 2018 (Wide) (China)March 30th, 2018 (Wide) (Argentina)... Show all releases","4,234 opening theaters/4,234 max. theaters, 5.1 weeks average run per theater",23.8,https://www.the-numbers.com/movie/Ready-Player-One#tab=summary
248,Mission: Impossible III,2006-05-05,150000000,133501348,399387745,133501348,265886397,399387745,49944710,1778002,51722712,47743273,2.8,219716720,2006-10-30,PG-13,126,Mission: Impossible,"Secret Agent,Visual Effects,Revenge,Action Thriller,Retirement,Rescue,Out of Retirement",Based on TV,Action,Live Action,Contemporary Fiction,Cruise-Wagner,United States,English,"May 5th, 2006 (Wide) byParamount Pictures","November 26th, 2020 (Limited) (Australia)","4,054 opening theaters/4,059 max. theaters, 5.4 weeks average run per theater",33.4,https://www.the-numbers.com/movie/Mission-Impossible-III#tab=summary
249,Angels & Demons,2009-05-15,150000000,133375846,490875846,133375846,357500000,490875846,36759534,13529456,50288990,46204168,2.89,191705548,2009-11-24,PG-13,138,Da Vinci Code,"Crime Thriller,Catholic,Kidnap,Terrorism,Shadowy Organization,Revenge",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Columbia Pictures,Imagine Entertainment,Brian Grazer Productions,John Calley",United States,English,"May 15th, 2009 (Wide) bySony Pictures",,"3,527 opening theaters/3,527 max. theaters, 5.8 weeks average run per theater",27.2,https://www.the-numbers.com/movie/Angels-and-Demons#tab=summary
251,The Last Airbender,2010-07-01,150000000,131772187,319713881,131772187,187941694,319713881,31264134,18013248,49277382,40325019,3.27,180038548,2010-11-16,PG,103,,"Prologue,Live Action Cartoon,Martial Arts,Voiceover/Narration,3-D,Whitewashed Casting,3-D - Post-production Conversion,Family Adventure",Based on TV,Adventure,Live Action,Fantasy,"Paramount Pictures,Nickelodeon Films,Blinding Edge Pictures,The Kennedy/Marshall Company",United States,English,"July 1st, 2010 (Wide) byParamount Pictures",,"3,169 opening theaters/3,203 max. theaters, 4.6 weeks average run per theater",41.2,https://www.the-numbers.com/movie/Last-Airbender-The#tab=summary
252,Bee Movie,2007-11-02,150000000,126631277,287594577,126631277,160963300,287594577,85753889,201460,85955349,38021044,3.33,198275214,2008-03-11,PG,90,,"Animal Lead,Talking Animals,Food,Family Adventure,Cult Movie",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"DreamWorks Animation,Columbus 81 Productions",United States,English,"November 2nd, 2007 (Wide) byParamount Pictures","November 29th, 2007 (Wide) (Australia)","3,928 opening theaters/3,984 max. theaters, 6.4 weeks average run per theater",44,https://www.the-numbers.com/movie/Bee-Movie#tab=summary
253,G-Force,2009-07-24,150000000,119436770,292817841,119436770,173381071,292817841,45475273,19124426,64599699,31706934,3.77,171670454,2009-12-15,PG,87,,"3-D,3-D - Post-production Conversion,Family Adventure,Animal Lead,Talking Animals,Secret Agent",Original Screenplay,Adventure,"Animation,Live Action",Kids Fiction,"Jerry Bruckheimer,Walt Disney Pictures",United States,English,"July 24th, 2009 (Wide) byWalt Disney","September 24th, 2009 (Wide) (New Zealand)","3,697 opening theaters/3,697 max. theaters, 6.4 weeks average run per theater",40.8,https://www.the-numbers.com/movie/G-Force#tab=summary
255,Encanto,2021-11-24,150000000,96093622,231181871,96093622,135088249,231181871,6501295,6222326,12723621,27206494,3.53,101659292,2021-12-24,PG,109,,"Family Adventure,Sibling Rivalry,Disrupted by 2020 COVID-19 pandemic,Musical-Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Walt Disney Pictures,Walt Disney Animation Studios",United States,English,"November 24th, 2021 (Wide) byWalt Disney","November 24th, 2021 (Wide) (Belgium)November 24th, 2021 (Wide) (Colombia)November 24th, 2021 (Wide), released asEncanto, la fantastique famille Madrigal(France)November 24th, 2021 (Wide) (Indonesia)November 24th, 2021 (Wide) (Italy)... Show all releases","3,980 opening theaters/3,980 max. theaters, 7.0 weeks average run per theater",41.6,https://www.the-numbers.com/movie/Encanto-(2021)#tab=summary
